|dates|Bullock_Alabama_UnitedStates.BLS_EmployedPopulation.data|Bullock_Alabama_UnitedStates.BLS_EmployedPopulation.missing|Bullock_Alabama_UnitedStates.BLS_UnemployedPopulation.data|Bullock_Alabama_UnitedStates.BLS_UnemployedPopulation.missing|Bullock_Alabama_UnitedStates.BLS_UnemploymentRate.data|Bullock_Alabama_UnitedStates.BLS_UnemploymentRate.missing|Bullock_Alabama_UnitedStates.BLS_LaborForcePopulation.data|Bullock_Alabama_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-18|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-19|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-20|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-21|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-22|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-23|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-24|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-25|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-26|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-27|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-28|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-29|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-30|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-10-31|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-01|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-02|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-03|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-04|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-05|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-06|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-07|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-08|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-09|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-10|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-11|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-12|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-13|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-14|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-15|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-16|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-17|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-18|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-19|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-20|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-21|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-22|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-23|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-24|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-25|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-26|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-27|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-28|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-29|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-11-30|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-01|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-02|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-03|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-04|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-05|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-06|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-07|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-08|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-09|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-10|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-11|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-12|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-13|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-14|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-15|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-16|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-17|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-18|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-19|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-20|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-21|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-22|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-23|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-24|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-25|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-26|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-27|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-28|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-29|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-30|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2021-12-31|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-01|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-02|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-03|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-04|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-05|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-06|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-07|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-08|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-09|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-10|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-11|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-12|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-13|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
0|2022-01-14|4428.0|0|150.0|0|3.2765399737876804|0|4578.0|0
