|dates|SantaBarbara_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaBarbara_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaBarbara_California_UnitedStates.Male_Total_Population.data|SantaBarbara_California_UnitedStates.Male_Total_Population.missing|SantaBarbara_California_UnitedStates.Female_Total_Population.data|SantaBarbara_California_UnitedStates.Female_Total_Population.missing|SantaBarbara_California_UnitedStates.MaleAndFemale_Under18_Population.data|SantaBarbara_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-10|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-11|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-12|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-13|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-14|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-15|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-16|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-17|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-18|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-19|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-20|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-21|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-22|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-23|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-24|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-25|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-26|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-27|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-28|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-29|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-11-30|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-01|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-02|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-03|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-04|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-05|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-06|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-07|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-08|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-09|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-10|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-11|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-12|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-13|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-14|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-15|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-16|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-17|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-18|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-19|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-20|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-21|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-22|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-23|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-24|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-25|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-26|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-27|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-28|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-29|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-30|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2021-12-31|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-01|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-02|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-03|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-04|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-05|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-06|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-07|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-08|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-09|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-10|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-11|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-12|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-13|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-14|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-15|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-16|68465.0|0|223377.0|0|223150.0|0|98787.0|0
0|2022-01-17|68465.0|0|223377.0|0|223150.0|0|98787.0|0
