|dates|Clinton_Iowa_UnitedStates.BLS_EmployedPopulation.data|Clinton_Iowa_UnitedStates.BLS_EmployedPopulation.missing|Clinton_Iowa_UnitedStates.BLS_UnemployedPopulation.data|Clinton_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|Clinton_Iowa_UnitedStates.BLS_UnemploymentRate.data|Clinton_Iowa_UnitedStates.BLS_UnemploymentRate.missing|Clinton_Iowa_UnitedStates.BLS_LaborForcePopulation.data|Clinton_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-18|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-19|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-20|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-21|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-22|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-23|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-24|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-25|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-26|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-27|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-28|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-29|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-30|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-10-31|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-01|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-02|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-03|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-04|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-05|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-06|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-07|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-08|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-09|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-10|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-11|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-12|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-13|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-14|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-15|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-16|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-17|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-18|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-19|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-20|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-21|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-22|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-23|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-24|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-25|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-26|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-27|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-28|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-29|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-11-30|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-01|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-02|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-03|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-04|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-05|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-06|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-07|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-08|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-09|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-10|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-11|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-12|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-13|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-14|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-15|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-16|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-17|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-18|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-19|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-20|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-21|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-22|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-23|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-24|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-25|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-26|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-27|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-28|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-29|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-30|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2021-12-31|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-01|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-02|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-03|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-04|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-05|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-06|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-07|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-08|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-09|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-10|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-11|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-12|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-13|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-14|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-15|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-16|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
0|2022-01-17|20496.0|0|1114.0|0|5.155020823692735|0|21610.0|0
