|dates|Lee_Alabama_UnitedStates.BLS_EmployedPopulation.data|Lee_Alabama_UnitedStates.BLS_EmployedPopulation.missing|Lee_Alabama_UnitedStates.BLS_UnemployedPopulation.data|Lee_Alabama_UnitedStates.BLS_UnemployedPopulation.missing|Lee_Alabama_UnitedStates.BLS_UnemploymentRate.data|Lee_Alabama_UnitedStates.BLS_UnemploymentRate.missing|Lee_Alabama_UnitedStates.BLS_LaborForcePopulation.data|Lee_Alabama_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-18|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-19|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-20|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-21|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-22|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-23|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-24|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-25|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-26|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-27|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-28|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-29|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-30|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-10-31|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-01|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-02|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-03|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-04|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-05|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-06|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-07|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-08|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-09|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-10|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-11|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-12|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-13|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-14|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-15|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-16|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-17|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-18|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-19|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-20|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-21|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-22|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-23|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-24|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-25|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-26|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-27|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-28|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-29|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-11-30|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-01|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-02|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-03|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-04|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-05|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-06|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-07|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-08|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-09|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-10|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-11|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-12|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-13|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-14|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-15|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-16|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-17|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-18|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-19|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-20|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-21|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-22|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-23|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-24|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-25|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-26|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-27|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-28|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-29|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-30|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2021-12-31|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-01|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-02|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-03|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-04|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-05|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-06|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-07|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-08|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-09|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-10|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-11|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-12|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-13|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-14|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-15|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-16|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
0|2022-01-17|73593.0|0|1773.0|0|2.3525197038452355|0|75366.0|0
