|dates|Summit_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Summit_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Summit_Ohio_UnitedStates.Male_Total_Population.data|Summit_Ohio_UnitedStates.Male_Total_Population.missing|Summit_Ohio_UnitedStates.Female_Total_Population.data|Summit_Ohio_UnitedStates.Female_Total_Population.missing|Summit_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Summit_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-08|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-09|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-10|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-11|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-12|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-13|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-14|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-15|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-16|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-17|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-18|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-19|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-20|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-21|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-22|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-23|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-24|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-25|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-26|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-27|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-28|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-29|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-11-30|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-01|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-02|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-03|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-04|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-05|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-06|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-07|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-08|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-09|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-10|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-11|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-12|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-13|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-14|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-15|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-16|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-17|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-18|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-19|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-20|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-21|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-22|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-23|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-24|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-25|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-26|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-27|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-28|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-29|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-30|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2021-12-31|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-01|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-02|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-03|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-04|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-05|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-06|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-07|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-08|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-09|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-10|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-11|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-12|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-13|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-14|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-15|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-16|97232.0|0|262912.0|0|279006.0|0|113228.0|0
0|2022-01-17|97232.0|0|262912.0|0|279006.0|0|113228.0|0
