|dates|Franklin_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Franklin_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Franklin_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-06|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-07|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-08|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-09|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-10|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-11|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-12|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-13|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-14|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-15|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-16|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-17|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-18|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-19|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-20|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-21|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-22|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-23|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-24|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-25|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-26|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-27|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-28|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-29|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-30|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-01|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-02|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-03|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-04|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-05|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-06|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-07|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-08|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-09|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-10|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-11|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-12|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-13|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-14|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-15|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-16|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-17|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-18|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-19|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-20|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-21|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-22|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-23|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-24|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-25|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-26|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-27|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-28|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-29|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-30|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-12-31|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-01|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-02|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-03|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-04|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-05|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-06|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-07|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-08|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-09|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-10|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-11|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-12|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-13|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-14|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-15|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-16|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2022-01-17|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
