|dates|Adair_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Adair_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Adair_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Adair_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Adair_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Adair_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Adair_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Adair_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-18|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-19|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-20|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-21|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-22|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-23|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-24|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-25|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-26|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-27|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-28|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-29|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-30|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-10-31|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-01|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-02|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-03|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-04|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-05|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-06|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-07|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-08|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-09|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-10|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-11|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-12|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-13|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-14|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-15|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-16|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-17|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-18|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-19|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-20|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-21|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-22|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-23|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-24|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-25|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-26|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-27|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-28|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-29|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-11-30|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-01|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-02|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-03|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-04|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-05|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-06|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-07|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-08|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-09|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-10|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-11|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-12|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-13|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-14|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-15|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-16|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-17|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-18|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-19|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-20|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-21|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-22|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-23|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-24|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-25|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-26|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-27|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-28|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-29|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-30|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2021-12-31|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-01|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-02|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-03|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-04|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-05|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-06|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-07|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-08|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-09|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-10|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-11|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-12|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-13|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-14|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-15|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-16|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
0|2022-01-17|8283.0|0|311.0|0|3.6188038166162437|0|8594.0|0
