|dates|Johnston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Johnston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Johnston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Johnston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Johnston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Johnston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Johnston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Johnston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-18|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-19|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-20|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-21|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-22|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-23|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-24|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-25|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-26|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-27|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-28|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-29|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-30|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-10-31|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-01|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-02|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-03|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-04|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-05|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-06|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-07|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-08|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-09|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-10|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-11|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-12|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-13|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-14|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-15|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-16|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-17|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-18|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-19|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-20|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-21|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-22|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-23|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-24|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-25|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-26|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-27|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-28|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-29|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-11-30|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-01|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-02|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-03|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-04|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-05|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-06|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-07|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-08|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-09|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-10|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-11|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-12|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-13|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-14|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-15|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-16|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-17|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-18|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-19|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-20|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-21|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-22|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-23|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-24|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-25|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-26|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-27|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-28|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-29|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-30|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2021-12-31|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-01|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-02|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-03|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-04|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-05|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-06|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-07|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-08|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-09|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-10|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-11|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-12|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-13|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-14|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-15|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-16|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
0|2022-01-17|95965.0|0|3918.0|0|3.92258942963267|0|99883.0|0
