|dates|Smith_Kansas_UnitedStates.BLS_EmployedPopulation.data|Smith_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Smith_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Smith_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Smith_Kansas_UnitedStates.BLS_UnemploymentRate.data|Smith_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Smith_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Smith_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-18|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-19|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-20|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-21|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-22|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-23|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-24|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-25|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-26|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-27|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-28|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-29|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-30|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-10-31|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-01|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-02|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-03|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-04|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-05|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-06|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-07|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-08|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-09|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-10|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-11|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-12|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-13|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-14|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-15|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-16|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-17|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-18|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-19|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-20|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-21|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-22|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-23|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-24|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-25|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-26|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-27|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-28|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-29|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-11-30|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-01|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-02|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-03|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-04|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-05|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-06|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-07|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-08|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-09|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-10|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-11|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-12|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-13|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-14|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-15|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-16|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-17|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-18|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-19|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-20|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-21|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-22|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-23|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-24|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-25|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-26|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-27|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-28|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-29|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-30|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2021-12-31|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-01|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-02|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-03|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-04|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-05|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-06|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-07|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-08|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-09|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-10|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-11|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-12|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-13|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-14|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-15|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-16|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
0|2022-01-17|1969.0|0|41.0|0|2.0398009950248754|0|2010.0|0
