|dates|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PrinceGeorge_Virginia_UnitedStates.Male_Total_Population.data|PrinceGeorge_Virginia_UnitedStates.Male_Total_Population.missing|PrinceGeorge_Virginia_UnitedStates.Female_Total_Population.data|PrinceGeorge_Virginia_UnitedStates.Female_Total_Population.missing|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-18|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-19|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-20|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-21|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-22|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-23|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-24|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-25|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-26|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-27|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-28|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-29|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-30|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-10-31|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-01|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-02|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-03|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-04|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-05|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-06|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-07|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-08|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-09|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-10|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-11|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-12|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-13|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-14|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-15|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-16|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-17|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-18|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-19|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-20|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-21|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-22|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-23|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-24|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-25|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-26|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-27|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-28|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-29|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-11-30|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-01|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-02|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-03|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-04|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-05|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-06|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-07|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-08|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-09|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-10|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-11|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-12|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-13|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-14|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-15|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-16|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-17|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-18|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-19|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-20|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-21|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-22|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-23|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-24|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-25|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-26|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-27|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-28|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-29|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-30|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2021-12-31|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-01|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-02|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-03|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-04|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-05|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-06|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-07|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-08|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-09|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-10|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-11|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-12|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-13|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-14|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-15|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-16|5347.0|0|20584.0|0|17498.0|0|8222.0|0
0|2022-01-17|5347.0|0|20584.0|0|17498.0|0|8222.0|0
